familyname,birth_lng,birth_lat,work__lng,work_lat,count
лю,117.2312804,31.83818493,117.316576,31.799293,3
лю,117.2312804,31.83818493,117.379441,32.923379,1
лю,117.2312804,31.83818493,121.560421,29.892948,1
лю,117.2341194,29.30323056,117.190579,29.278854,1
лю,117.2341194,29.30323056,117.209548,29.305778,2
лю,117.2341194,29.30323056,119.977514,31.836324,1
лю,117.2361655,39.08449374,117.156515,39.144105,3
лю,117.2361655,39.08449374,117.229416,39.115718,6
лю,117.2361655,39.08449374,117.261693,39.126626,1
лю,117.2478347,31.91290105,117.266461,31.857378,1
лю,117.2478347,31.91290105,117.271459,31.884887,2
лю,117.2478347,31.91290105,117.315587,31.863787,1
лю,117.2478347,31.91290105,117.316576,31.799293,1
лю,117.2478347,31.91290105,121.53252,31.265524,1
лю,117.2616932,39.12662568,117.229416,39.115718,1
лю,117.2616932,39.12662568,117.261693,39.126626,4
лю,117.2761761,34.22248668,117.20059,34.249943,1
лю,117.2761761,34.22248668,117.258424,34.259087,3
лю,117.2761761,34.22248668,121.23448,31.037135,1
лю,117.2953757,34.28840854,117.124522,34.321211,1
лю,117.2953757,34.28840854,117.20059,34.249943,1
лю,117.2961286,34.3014098,117.258424,34.259087,1
лю,117.2961286,34.3014098,120.638508,31.268261,1
лю,117.3312237,31.9053754,106.720528,26.574336,1
лю,117.3312237,31.9053754,117.266461,31.857378,1
лю,117.3312237,31.9053754,117.315587,31.863787,3
лю,117.3312237,31.9053754,120.315798,31.542866,1
лю,117.3381106,23.98492459,117.66059,24.516268,1
лю,117.3381106,23.98492459,118.088408,24.451948,1
лю,117.3381106,23.98492459,118.103435,24.582019,1
лю,117.3381106,23.98492459,118.153588,24.517573,1
лю,117.3381106,23.98492459,119.111571,25.323654,1
лю,117.3381106,23.98492459,121.550455,31.227348,1
лю,117.3539128,31.79072429,117.207287,31.853975,1
лю,117.3539128,31.79072429,117.266461,31.857378,4
лю,117.3539128,31.79072429,117.271459,31.884887,1
лю,117.3539128,31.79072429,117.316576,31.799293,1
лю,117.3539128,31.79072429,118.439431,31.358537,1
лю,117.3539128,31.79072429,118.591863,31.149874,1
лю,117.3539128,31.79072429,120.638508,31.268261,1
лю,117.3540341,33.27284093,117.395513,32.921524,1
лю,117.3540341,33.27284093,120.830034,31.321659,1
лю,117.378727,32.95216492,117.379441,32.923379,1
лю,117.3807944,38.72957287,117.380794,38.729573,2
лю,117.3857348,30.8602985,117.385735,30.860298,1
лю,117.39291,38.96979053,117.229416,39.115718,1
лю,117.3984608,32.94956083,108.95144,34.220635,1
лю,117.3984608,32.94956083,117.348452,32.93531,1
лю,117.4008397,26.73232868,113.271431,23.135336,1
лю,117.4008397,26.73232868,118.088408,24.451948,1
лю,117.4254165,23.69111031,119.310492,26.088114,1
лю,117.5438045,24.91868809,119.310492,26.088114,2
лю,117.5758569,32.00318909,117.266461,31.857378,2
лю,117.5758569,32.00318909,121.531519,38.958002,1
лю,117.5758569,32.00318909,121.550455,31.227348,1
лю,117.6305007,26.30744855,117.65255,26.277336,1
лю,117.6490814,39.00793614,117.649081,39.007936,5
лю,117.6490814,39.00793614,118.802422,32.064653,1
лю,117.6762047,24.51706478,117.66059,24.516268,3
лю,117.7642104,33.13846531,118.205424,31.107959,1
лю,117.8107372,30.92941878,117.271459,31.884887,1
лю,117.8107372,30.92941878,117.810737,30.929419,8
лю,117.8107372,30.92941878,117.889749,30.944772,1
лю,117.8129874,24.74459371,118.088408,24.451948,1
лю,117.8129874,24.74459371,119.310492,26.088114,1
лю,117.818846,26.44650591,119.334579,26.087214,1
лю,117.8897493,30.94477227,117.233443,31.826578,1
лю,117.8897493,30.94477227,117.271459,31.884887,1
лю,117.8897493,30.94477227,117.810737,30.929419,1
лю,117.8897493,30.94477227,117.889749,30.944772,1
лю,117.8903643,33.94657064,118.103435,24.582019,1
лю,117.8903643,33.94657064,118.846567,31.958527,1
лю,117.8903643,33.94657064,119.977514,31.836324,1
лю,117.90306,34.40294639,113.936539,22.5385,1
лю,117.90306,34.40294639,116.292402,39.864937,1
лю,117.90306,34.40294639,120.578472,31.301933,1
лю,117.9107505,30.01477848,118.321418,29.702144,1
лю,117.9185163,30.95235926,117.810737,30.929419,1
лю,117.9983418,34.86534401,117.082567,36.672163,1
лю,118.0294117,24.6409728,121.618625,38.920473,1
лю,118.0771513,36.81609652,118.024591,36.811942,1
лю,118.0775461,30.2777459,118.14761,30.278651,2
лю,118.0775461,30.2777459,121.388612,31.118843,1
лю,118.1057783,32.06993275,118.677152,31.151384,1
лю,118.1345349,24.46872808,118.088408,24.451948,1
лю,118.1345349,24.46872808,118.153588,24.517573,1
лю,118.1345349,24.46872808,119.310492,26.088114,1
лю,118.1345349,24.46872808,120.616793,31.295727,1
лю,118.1409708,25.39559852,119.320528,26.058528,2
лю,118.18507,39.65784568,118.128035,39.832527,1
лю,118.200118,31.12832959,118.205424,31.107959,5
лю,118.200118,31.12832959,118.591863,31.149874,1
лю,118.200118,31.12832959,118.677152,31.151384,1
лю,118.2060403,39.612987,118.128035,39.832527,1
лю,118.2060403,39.612987,118.453401,39.739736,1
лю,118.2538684,26.15059385,119.310492,26.088114,1
лю,118.2578479,39.69212342,118.128035,39.832527,1
лю,118.2972794,34.96434309,118.291513,35.002504,1
лю,118.2972794,34.96434309,118.3545,35.05734,1
лю,118.300697,36.85424402,118.315395,36.832294,1
лю,118.3122429,35.1748447,116.372514,39.918124,1
лю,118.3125513,33.42595527,116.305434,39.96549,1
лю,118.3125513,33.42595527,120.291548,31.53464,1
лю,118.3224365,33.95579871,118.273873,33.898354,1
лю,118.3224365,33.95579871,118.336401,33.954804,3
лю,118.3224365,33.95579871,119.475604,32.203785,1
лю,118.3224365,33.95579871,120.282126,31.609369,1
лю,118.3244307,34.64985505,121.480504,30.92372,1
лю,118.3375689,32.33845808,116.237618,40.226413,1
лю,118.3375689,32.33845808,118.339406,32.261271,1
лю,118.3872455,31.35196558,118.392606,31.345867,6
лю,118.3872455,31.35196558,118.591863,31.149874,1
лю,118.3872455,31.35196558,118.677152,31.151384,2
лю,118.3889807,25.01797255,117.614415,26.240219,1
лю,118.5259168,31.74470647,118.499606,31.725473,2
лю,118.5324622,31.19169897,117.271459,31.884887,1
лю,118.5324622,31.19169897,118.392606,31.345867,1
лю,118.5324622,31.19169897,118.582443,31.141239,6
лю,118.5324622,31.19169897,118.677152,31.151384,1
лю,118.5324622,31.19169897,121.769904,31.051898,1
лю,118.5382325,32.97161313,118.802422,32.064653,1
лю,118.5382325,32.97161313,120.638508,31.268261,1
лю,118.5493847,39.3607389,115.968552,28.687596,1
лю,118.5493847,39.3607389,118.680405,39.510045,1
лю,118.5545581,31.65971931,118.505597,31.687745,4
лю,118.5691248,32.0590623,119.440501,32.13792,1
лю,118.5783479,31.71162712,118.499606,31.725473,2
лю,118.5783479,31.71162712,121.550455,31.227348,1
лю,118.5837773,39.78550885,118.680405,39.510045,1
лю,118.5918627,31.14987426,118.392606,31.345867,2
лю,118.5918627,31.14987426,118.591863,31.149874,6
лю,118.6003623,24.90165238,117.043543,25.104078,1
лю,118.6003623,24.90165238,118.61958,24.89497,4
лю,118.6070862,28.58196994,121.557403,29.865721,1
лю,118.6126431,37.40866629,118.588463,37.454847,6
лю,118.6466732,31.50302438,118.439431,31.358537,1
лю,118.6466732,31.50302438,118.525917,31.744706,1
лю,118.6466732,31.50302438,120.426315,31.516546,1
лю,118.7133418,32.01251821,118.738569,32.00937,1
лю,118.7133418,32.01251821,118.785445,31.997859,1
лю,118.7133418,32.01251821,118.800407,32.045139,1
лю,118.7133418,32.01251821,118.802422,32.064653,2
лю,118.7133418,32.01251821,118.829884,32.030369,3
лю,118.7133418,32.01251821,121.550455,31.227348,1
лю,118.7219786,31.95455211,118.776519,32.072405,1
лю,118.7219786,31.95455211,118.785445,31.997859,2
лю,118.7219786,31.95455211,118.800407,32.045139,2
лю,118.7219786,31.95455211,118.802422,32.064653,4
лю,118.7219786,31.95455211,118.829884,32.030369,1
лю,118.7219786,31.95455211,119.438505,32.400661,1
лю,118.7219786,31.95455211,121.388612,31.118843,1
лю,118.7650569,32.06860446,116.305434,39.96549,1
лю,118.7650569,32.06860446,117.20059,34.249943,1
лю,118.7650569,32.06860446,118.776519,32.072405,11
лю,118.7650569,32.06860446,118.804413,32.054757,4
лю,118.7650569,32.06860446,118.829884,32.030369,2
лю,118.7650569,32.06860446,120.282126,31.609369,1
лю,118.7650569,32.06860446,121.453432,31.233845,1
лю,118.7650569,32.06860446,121.550455,31.227348,1
лю,118.7725528,32.10922866,117.320569,39.092332,1
лю,118.7725528,32.10922866,118.772553,32.109229,5
лю,118.7725528,32.10922866,118.776519,32.072405,2
лю,118.7725528,32.10922866,118.785445,31.997859,1
лю,118.7725528,32.10922866,121.388612,31.118843,1
лю,118.7923096,34.55638323,118.73989,32.216318,1
лю,118.813003,28.99853529,120.211539,30.263311,1
лю,118.813003,28.99853529,120.706477,28.001085,1
лю,118.8172207,32.00796914,118.153588,24.517573,1
лю,118.8172207,32.00796914,118.800407,32.045139,5
лю,118.8172207,32.00796914,118.804413,32.054757,1
лю,118.8172207,32.00796914,118.829884,32.030369,1
лю,118.8298836,32.03036929,118.776519,32.072405,1
лю,118.8298836,32.03036929,118.800407,32.045139,1
лю,118.8298836,32.03036929,118.802422,32.064653,2
лю,118.8298836,32.03036929,118.829884,32.030369,3
лю,118.8489373,32.07176566,118.776519,32.072405,4
лю,118.8489373,32.07176566,118.804413,32.054757,12
лю,118.8489373,32.07176566,118.915423,32.1026,1
лю,118.8489373,32.07176566,121.403569,31.254973,1
лю,118.8577497,34.15401366,121.430454,31.226848,1
лю,118.9054994,41.57104087,125.295401,43.840641,1
лю,118.9637248,32.16942426,118.776519,32.072405,1
лю,118.9637248,32.16942426,118.800407,32.045139,2
лю,118.9637248,32.16942426,118.804413,32.054757,3
лю,118.9637248,32.16942426,118.829884,32.030369,1
лю,118.9637248,32.16942426,118.915423,32.1026,3
лю,118.9637248,32.16942426,119.602493,31.748577,1
лю,118.9637248,32.16942426,121.511586,31.269747,1
лю,118.9718998,31.33638135,118.829884,32.030369,1
лю,119.0253247,33.48864247,116.305434,39.96549,1
лю,119.0253247,33.48864247,118.800407,32.045139,1
лю,119.0253247,33.48864247,119.025325,33.488642,1
лю,119.0253247,33.48864247,119.136831,33.595284,1
лю,119.0253247,33.48864247,121.628572,29.866033,1
лю,119.0343055,36.70198216,119.139471,36.712752,1
лю,119.0399271,31.59696306,117.261693,39.126626,1
лю,119.0399271,31.59696306,118.776519,32.072405,1
лю,119.0399271,31.59696306,118.802422,32.064653,2
лю,119.0399271,31.59696306,118.829884,32.030369,1
лю,119.136831,33.59528417,119.136831,33.595284,1
лю,119.136831,33.59528417,119.161259,33.582376,1
лю,119.1456311,33.02583444,120.328903,31.597341,1
лю,119.1621963,34.51416014,119.169408,34.577456,1
лю,119.200955,32.39263647,118.800407,32.045139,1
лю,119.2070798,31.93263496,118.785445,31.997859,1
лю,119.2494328,35.74438273,116.305434,39.96549,1
лю,119.2605735,34.65680079,119.260574,34.656801,4
лю,119.2605735,34.65680079,119.607271,32.00189,1
лю,119.2681694,42.18413065,121.388612,31.118843,1
лю,119.2715431,40.98180113,120.578472,31.301933,1
лю,119.2807664,44.20343081,113.619476,34.754451,1
лю,119.2906329,26.09787111,119.310492,26.088114,3
лю,119.2906329,26.09787111,119.334579,26.087214,1
лю,119.3149229,26.22175208,119.334579,26.087214,1
лю,119.3249566,33.88415518,119.266448,33.787079,1
лю,119.3249566,33.88415518,120.291548,31.53464,1
лю,119.3828389,31.42524193,118.846567,31.958527,1
лю,119.3828389,31.42524193,119.908463,31.807647,1
лю,119.3927752,34.40683217,118.776519,32.072405,1
лю,119.3927752,34.40683217,119.260574,34.656801,2
лю,119.4161697,36.01665753,126.669624,45.71362,1
лю,119.4309203,32.19664653,119.41844,32.201495,4
лю,119.4309203,32.19664653,119.430489,32.194716,1
лю,119.4309203,32.19664653,119.440501,32.13792,1
лю,119.4463969,34.17519487,119.136831,33.595284,1
лю,119.4463969,34.17519487,120.315798,31.542866,1
лю,119.4582639,32.42583022,119.404385,32.382751,1
лю,119.4866778,32.3956701,113.32354,23.088981,1
лю,119.4866778,32.3956701,119.412731,32.432026,7
лю,119.4866778,32.3956701,119.419419,32.400677,3
лю,119.4866778,32.3956701,119.438505,32.400661,4
лю,119.4866778,32.3956701,120.315798,31.542866,1
лю,119.503407,32.8359437,119.419419,32.400677,1
лю,119.503407,32.8359437,120.638508,31.268261,1
лю,119.503407,32.8359437,120.830034,31.321659,1
лю,119.5150384,31.72305418,118.634604,32.064679,1
лю,119.5150384,31.72305418,118.776519,32.072405,1
лю,119.5150384,31.72305418,119.977514,31.836324,1
лю,119.5150384,31.72305418,120.578472,31.301933,1
лю,119.5175723,28.98453967,119.653436,29.084639,6
лю,119.5333376,29.28410254,120.211539,30.263311,1
лю,119.5604619,29.83658248,121.550455,31.227348,1
лю,119.5776172,39.98877958,119.617475,39.940413,1
лю,119.5831579,30.62637049,120.218471,30.214333,1
лю,119.5848217,32.2019961,119.16174,31.955981,1
лю,119.5848217,32.2019961,119.41844,32.201495,3
лю,119.5848217,32.2019961,119.475604,32.203785,8
лю,119.5848217,32.2019961,119.908463,31.807647,1
лю,119.5848217,32.2019961,120.578472,31.301933,1
лю,119.6325271,41.84222259,120.460487,41.57178,1
лю,119.6443035,31.96026346,118.634604,32.064679,1
лю,119.6443035,31.96026346,118.776519,32.072405,1
лю,119.6443035,31.96026346,119.475604,32.203785,1
лю,119.6443035,31.96026346,119.602493,31.748577,1
лю,119.6443035,31.96026346,119.607271,32.00189,2
лю,119.6443035,31.96026346,119.612501,32.01592,1
лю,119.6443035,31.96026346,120.578472,31.301933,1
лю,119.6443035,31.96026346,122.9974,41.096332,1
лю,119.7016662,32.53986642,118.776519,32.072405,1
лю,119.7016662,32.53986642,118.915423,32.1026,1
лю,119.7016662,32.53986642,119.419419,32.400677,1
лю,119.7016662,32.53986642,120.578472,31.301933,1
лю,119.7016662,32.53986642,121.628572,29.866033,1
лю,119.7016662,32.53986642,125.295401,43.840641,1
лю,119.7049902,33.71197605,120.204578,33.395893,1
лю,119.7902653,31.36224491,115.471464,38.879988,1
лю,119.7902653,31.36224491,120.282126,31.609369,1
лю,119.8194198,30.98335279,121.23448,31.037135,1
лю,119.8194198,30.98335279,121.628572,29.866033,1
лю,119.8364967,33.48890799,118.776519,32.072405,1
лю,119.8451375,32.18946941,118.846567,31.958527,1
лю,119.846692,30.00109434,121.598001,29.875392,1
лю,119.9031539,31.93994604,119.908463,31.807647,2
лю,119.9031539,31.93994604,119.981485,31.815796,1
лю,119.9124387,31.79851137,118.776519,32.072405,1
лю,119.9124387,31.79851137,119.440501,32.13792,1
лю,119.9124387,31.79851137,119.908463,31.807647,7
лю,119.9124387,31.79851137,119.981485,31.815796,2
лю,119.9211744,32.48825784,120.363426,31.594762,1
лю,119.951062,36.78855005,121.403569,31.254973,1
лю,119.9964181,32.96195431,119.925525,32.496732,1
лю,120.0017658,31.77780326,119.908463,31.807647,2
лю,120.0017658,31.77780326,119.948612,31.706447,1
лю,120.0017658,31.77780326,119.980463,31.78557,4
лю,120.0017658,31.77780326,119.981485,31.815796,1
лю,120.0266087,34.09231718,118.915423,32.1026,1
лю,120.0563593,31.7568982,119.981485,31.815796,1
лю,120.0563593,31.7568982,121.443396,31.194557,1
лю,120.0889189,30.80854523,120.191605,30.862955,2
лю,120.0889929,30.20703617,116.305434,39.96549,1
лю,120.0889929,30.20703617,118.776519,32.072405,1
лю,120.0889929,30.20703617,120.136438,30.265916,8
лю,120.0889929,30.20703617,120.175579,30.248398,1
лю,120.0889929,30.20703617,120.191605,30.862955,1
лю,120.0889929,30.20703617,121.388612,31.118843,1
лю,120.0908162,32.52645249,118.804413,32.054757,1
лю,120.0908162,32.52645249,120.578472,31.301933,1
лю,120.1353463,32.21367894,118.776519,32.072405,1
лю,120.1353463,32.21367894,118.804413,32.054757,1
лю,120.1588449,30.34473201,119.025325,33.488642,1
лю,120.1588449,30.34473201,120.148447,30.324643,6
лю,120.1588449,30.34473201,120.175579,30.248398,1
лю,120.1801261,30.23235764,120.136438,30.265916,1
лю,120.1801261,30.23235764,120.175579,30.248398,2
лю,120.1801261,30.23235764,120.187607,30.286744,2
лю,120.186535,30.31028787,120.136438,30.265916,2
лю,120.186535,30.31028787,120.187607,30.286744,2
лю,120.186535,30.31028787,120.211539,30.263311,1
лю,120.186535,30.31028787,120.215512,30.253083,1
лю,120.1923704,30.18758761,120.218471,30.214333,9
лю,120.2063514,33.37894824,119.977514,31.836324,1
лю,120.2063514,33.37894824,120.204578,33.395893,2
лю,120.2485018,31.46657857,120.282126,31.609369,2
лю,120.2485018,31.46657857,120.291548,31.53464,4
лю,120.2485018,31.46657857,120.315798,31.542866,3
лю,120.2485018,31.46657857,120.328903,31.597341,1
лю,120.2485018,31.46657857,120.426315,31.516546,3
лю,120.2485018,31.46657857,120.86342,32.015923,1
лю,120.2485018,31.46657857,121.23448,31.037135,1
лю,120.2485018,31.46657857,121.480504,30.92372,1
лю,120.2768986,32.03944279,120.263771,32.006268,1
лю,120.2768986,32.03944279,120.291548,31.53464,1
лю,120.2795047,33.74546225,118.785445,31.997859,1
лю,120.2795047,33.74546225,120.204578,33.395893,1
лю,120.2814344,29.69939952,115.471464,38.879988,1
лю,120.2814344,29.69939952,120.706477,28.001085,1
лю,120.2814344,29.69939952,121.443396,31.194557,1
лю,120.2821257,31.6093694,120.282126,31.609369,2
лю,120.2821257,31.6093694,120.315798,31.542866,2
лю,120.3038232,30.3158321,120.148447,30.324643,1
лю,120.3038232,30.3158321,120.175579,30.248398,7
лю,120.3038232,30.3158321,120.211539,30.263311,6
лю,120.3157982,31.54286603,119.908463,31.807647,1
лю,120.3157982,31.54286603,119.980463,31.78557,1
лю,120.3157982,31.54286603,120.315798,31.542866,1
лю,120.3157982,31.54286603,120.328903,31.597341,1
лю,120.3289027,31.59734093,120.282126,31.609369,1
лю,120.3289027,31.59734093,120.291548,31.53464,1
лю,120.3289027,31.59734093,120.315798,31.542866,4
лю,120.3289027,31.59734093,120.328903,31.597341,1
лю,120.3289027,31.59734093,120.592412,31.303564,1
лю,120.3575339,47.16369634,126.568545,43.916343,1
лю,120.3761841,36.07251701,120.389455,36.072227,1
лю,120.3769795,36.13158239,114.149484,22.498024,1
лю,120.3769795,36.13158239,116.449559,39.926375,1
лю,120.378495,36.10005751,114.165543,22.251947,1
лю,120.4013329,41.606227,123.465461,41.802274,1
лю,120.4311455,36.19289725,114.149484,22.498024,1
лю,120.4455428,27.43443638,120.215512,30.253083,1
лю,120.4455428,27.43443638,120.661586,28.020352,1
лю,120.4455428,27.43443638,121.388612,31.118843,1
лю,120.4455428,27.43443638,121.443396,31.194557,1
лю,120.4739269,32.55398507,120.86342,32.015923,1
лю,120.4840729,41.60574019,120.460487,41.57178,1
лю,120.5637695,32.79144255,119.981485,31.815796,1
лю,120.5657985,28.06786505,113.279433,23.164317,1
лю,120.5657985,28.06786505,120.661586,28.020352,10
лю,120.5724506,29.96878898,112.937448,28.241489,1
лю,120.5724506,29.96878898,120.588437,29.99531,4
лю,120.580144,32.27361627,120.86342,32.015923,2
лю,120.580144,32.27361627,121.388612,31.118843,1
лю,120.5816254,31.34452757,114.061547,22.528466,1
лю,120.5816254,31.34452757,120.592412,31.303564,2
лю,120.5816254,31.34452757,120.616793,31.295727,2
лю,120.5816254,31.34452757,120.630878,31.332306,1
лю,120.6167931,31.29572734,120.581625,31.344528,2
лю,120.6167931,31.29572734,120.592412,31.303564,1
лю,120.6167931,31.29572734,120.616793,31.295727,10
лю,120.6167931,31.29572734,120.638508,31.268261,1
лю,120.6167931,31.29572734,121.550455,31.227348,1
лю,120.6183267,30.01579294,120.211539,30.263311,2
лю,120.6183267,30.01579294,120.588437,29.99531,7
лю,120.6272785,31.90781234,116.449559,39.926375,1
лю,120.6272785,31.90781234,121.496563,31.410279,1
лю,120.6308781,31.33230614,120.592412,31.303564,2
лю,120.6308781,31.33230614,121.491586,31.237247,1
лю,120.6688087,28.33639047,120.688524,28.15645,1
лю,120.6688087,28.33639047,120.819468,27.938652,1
лю,120.6688087,28.33639047,121.491586,31.237247,1
лю,120.6919075,30.77767897,120.715437,30.770207,2
лю,120.8118846,41.86507103,121.443396,31.194557,1
лю,120.8238748,32.07125642,120.86342,32.015923,3
лю,120.8855756,30.52604259,120.136438,30.265916,1
лю,120.8875986,31.9626607,119.908463,31.807647,1
лю,120.8875986,31.9626607,120.86342,32.015923,14
лю,120.8875986,31.9626607,120.901592,31.986549,1
лю,120.904586,40.75099271,113.487071,23.187492,1
лю,120.9658078,31.3289368,118.804413,32.054757,1
лю,120.9855632,29.15177864,120.187607,30.286744,1
лю,120.9855632,29.15177864,120.215512,30.253083,1
лю,121.0592444,32.38766215,119.136831,33.595284,1
лю,121.0592444,32.38766215,120.86342,32.015923,1
лю,121.0592444,32.38766215,121.388612,31.118843,1
лю,121.0592444,32.38766215,121.550455,31.227348,1
лю,121.0592444,32.38766215,121.769904,31.051898,1
лю,121.0724944,32.06709896,118.785445,31.997859,1
лю,121.0724944,32.06709896,120.86342,32.015923,1
лю,121.105839,30.71652859,121.550455,31.227348,1
лю,121.2510135,31.36433806,121.272595,31.380155,11
лю,121.3124701,31.95603887,118.776519,32.072405,1
лю,121.3641564,37.5209334,121.454415,37.470038,2
лю,121.3641564,37.5209334,121.850576,29.904659,1
лю,121.3876161,31.2133015,114.137432,22.554485,1
лю,121.3876161,31.2133015,115.883536,28.661977,1
лю,121.3876161,31.2133015,121.272595,31.380155,2
лю,121.3876161,31.2133015,121.430454,31.226848,20
лю,121.3876161,31.2133015,121.443396,31.194557,1
лю,121.3876161,31.2133015,121.457769,31.288044,1
лю,121.3876161,31.2133015,121.481238,31.213348,1
лю,121.3876161,31.2133015,121.511586,31.269747,1
лю,121.3876161,31.2133015,121.53252,31.265524,1
лю,121.3876161,31.2133015,121.535398,31.633565,1
лю,121.3876161,31.2133015,121.550455,31.227348,1
лю,121.3984429,31.26374293,121.403569,31.254973,15
лю,121.3984429,31.26374293,121.443396,31.194557,4
лю,121.3984429,31.26374293,121.453432,31.233845,1
лю,121.4090412,31.39862269,121.496563,31.410279,7
лю,121.4090412,31.39862269,121.550455,31.227348,1
лю,121.4250243,31.09353754,116.305434,39.96549,1
лю,121.4250243,31.09353754,121.388612,31.118843,8
лю,121.446235,31.16915209,117.040538,30.518232,1
лю,121.446235,31.16915209,121.272595,31.380155,1
лю,121.446235,31.16915209,121.388612,31.118843,2
лю,121.446235,31.16915209,121.430454,31.226848,3
лю,121.446235,31.16915209,121.443396,31.194557,27
лю,121.446235,31.16915209,121.453432,31.233845,1
лю,121.446235,31.16915209,121.457769,31.288044,1
лю,121.446235,31.16915209,121.480539,31.235929,1
лю,121.446235,31.16915209,121.491586,31.237247,1
лю,121.446235,31.16915209,121.550455,31.227348,2
лю,121.4547556,31.2353808,121.388612,31.118843,1
лю,121.4547556,31.2353808,121.403569,31.254973,5
лю,121.4547556,31.2353808,121.430454,31.226848,3
лю,121.4547556,31.2353808,121.443396,31.194557,1
лю,121.4547556,31.2353808,121.453432,31.233845,7
лю,121.4547556,31.2353808,121.457769,31.288044,3
лю,121.4547556,31.2353808,121.481238,31.213348,1
лю,121.4547556,31.2353808,121.491586,31.237247,1
лю,121.4547556,31.2353808,121.496563,31.410279,2
лю,121.4547556,31.2353808,121.511586,31.269747,1
лю,121.4547556,31.2353808,121.550455,31.227348,2
лю,121.4577688,31.28804447,121.388612,31.118843,1
лю,121.4577688,31.28804447,121.403569,31.254973,1
лю,121.4577688,31.28804447,121.457769,31.288044,14
лю,121.4577688,31.28804447,121.481238,31.213348,1
лю,121.4577688,31.28804447,121.496563,31.410279,1
лю,121.4577688,31.28804447,121.511586,31.269747,1
лю,121.4577688,31.28804447,121.550455,31.227348,1
лю,121.4636244,29.31447409,121.850576,29.904659,1
лю,121.481238,31.21334838,121.430454,31.226848,2
лю,121.481238,31.21334838,121.481238,31.213348,13
лю,121.481238,31.21334838,121.496563,31.410279,1
лю,121.481238,31.21334838,121.53252,31.265524,1
лю,121.481238,31.21334838,121.550455,31.227348,1
лю,121.4919185,31.28249723,121.403569,31.254973,1
лю,121.4919185,31.28249723,121.430454,31.226848,1
лю,121.4919185,31.28249723,121.453432,31.233845,1
лю,121.4919185,31.28249723,121.496563,31.410279,2
лю,121.4919185,31.28249723,121.511586,31.269747,22
лю,121.4919185,31.28249723,121.53252,31.265524,4
лю,121.4919185,31.28249723,121.550455,31.227348,2
лю,121.4960721,31.22720344,121.388612,31.118843,2
лю,121.4960721,31.22720344,121.403569,31.254973,3
лю,121.4960721,31.22720344,121.430454,31.226848,1
лю,121.4960721,31.22720344,121.453432,31.233845,1
лю,121.4960721,31.22720344,121.457769,31.288044,1
лю,121.4960721,31.22720344,121.481238,31.213348,1
лю,121.4960721,31.22720344,121.491586,31.237247,5
лю,121.4960721,31.22720344,121.511586,31.269747,2
лю,121.4960721,31.22720344,121.550455,31.227348,12
лю,121.5285004,38.95546176,121.618625,38.920473,1
лю,121.5353946,29.87680051,121.557403,29.865721,4
лю,121.5353946,29.87680051,121.598001,29.875392,1
лю,121.5353975,31.63356493,121.403569,31.254973,1
лю,121.5353975,31.63356493,121.443396,31.194557,1
лю,121.5353975,31.63356493,121.480539,31.235929,2
лю,121.5353975,31.63356493,121.496563,31.410279,1
лю,121.5353975,31.63356493,121.535398,31.633565,15
лю,121.5357166,31.30451048,121.388612,31.118843,1
лю,121.5357166,31.30451048,121.443396,31.194557,1
лю,121.5357166,31.30451048,121.491586,31.237247,1
лю,121.5357166,31.30451048,121.496563,31.410279,2
лю,121.5357166,31.30451048,121.53252,31.265524,19
лю,121.5357166,31.30451048,121.550455,31.227348,6
лю,121.5357166,31.30451048,121.769904,31.051898,1
лю,121.5692401,37.27244586,121.606549,37.392915,2
лю,121.5826178,38.92177834,114.137432,22.554485,1
лю,121.5826178,38.92177834,118.776519,32.072405,1
лю,121.5826178,38.92177834,121.651547,38.924511,1
лю,121.5980009,29.87539247,121.557403,29.865721,1
лю,121.5980009,29.87539247,121.598001,29.875392,3
лю,121.625823,38.91336953,121.618625,38.920473,1
лю,121.625823,38.91336953,121.621631,38.918954,1
лю,121.6384813,31.23089535,121.443396,31.194557,1
лю,121.6384813,31.23089535,121.550455,31.227348,23
лю,121.6527051,41.99090249,121.669436,42.023735,1
лю,121.6527051,41.99090249,121.685384,42.016968,1
лю,121.6779663,38.90043643,121.651547,38.924511,3
лю,121.6788223,31.87130184,118.804413,32.054757,1
лю,121.6788223,31.87130184,118.829884,32.030369,1
лю,121.6788223,31.87130184,121.53252,31.265524,1
лю,121.6788223,31.87130184,123.426644,41.795236,1
лю,121.8586656,29.37877101,121.628572,29.866033,1
лю,121.9696291,41.15583089,121.969629,41.155831,1
лю,122.0730245,30.06484716,122.113601,30.025462,5
лю,122.0730245,30.06484716,122.331544,29.976836,1
лю,122.2101262,40.66694905,114.225446,30.560052,1
лю,122.2101262,40.66694905,117.271459,31.884887,1
лю,122.2101262,40.66694905,117.348452,32.93531,2
лю,122.2101262,40.66694905,117.379441,32.923379,1
лю,122.2101262,40.66694905,118.14761,30.278651,1
лю,122.2101262,40.66694905,118.804413,32.054757,1
лю,122.2603591,30.31941559,122.113601,30.025462,1
лю,122.2603591,30.31941559,122.331544,29.976836,1
лю,122.265592,40.70300983,122.265437,40.678764,1
лю,122.265592,40.70300983,123.476405,41.811425,1
лю,122.2787647,29.87110138,120.211539,30.263311,1
лю,122.2787647,29.87110138,122.331544,29.976836,2
лю,122.3309027,40.67256544,122.386439,40.686384,1
